cluster_id,country,date_d,lat_d,lon_d,future_date,future_lat,future_lon,delta_lat,delta_lon,delta_lat_km,delta_lon_km,movement_km,days_gap,wind_speed,wind_direction,humidity,wind_u,wind_v,env_source
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.6207,63.2586,0.266526,-0.102039,29.58,-6.6,30.31,2,1.23,192.0,75.6,-1.2031,-0.2557,realistic_synthetic
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.689,63.8413,0.334786,0.480632,37.16,31.09,48.45,2,4.21,116.0,65.2,-1.8455,3.7839,realistic_synthetic
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.3423,64.1099,-0.011845,0.749228,-1.31,48.47,48.48,2,1.8,154.3,79.9,-1.6219,0.7806,realistic_synthetic
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.6565,63.8735,0.302332,0.512832,33.56,33.17,47.19,2,3.38,111.7,72.4,-1.2497,3.1405,realistic_synthetic
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.3582,63.2748,0.004057,-0.085894,0.45,-5.56,5.57,2,6.48,272.3,58.0,0.2601,-6.4748,realistic_synthetic
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.6764,63.5873,0.339654,-0.416897,37.7,-26.98,46.36,2,1.78,288.7,67.6,0.5707,-1.686,realistic_synthetic
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.689,63.8413,0.352229,-0.162894,39.1,-10.54,40.49,2,3.45,254.2,63.0,-0.9394,-3.3197,realistic_synthetic
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.7741,64.1568,0.437389,0.152638,48.55,9.88,49.54,2,2.55,333.1,64.1,2.2741,-1.1537,realistic_synthetic
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.3423,64.1099,0.005598,0.105702,0.62,6.84,6.87,2,2.2,112.7,78.2,-0.849,2.0296,realistic_synthetic
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.6565,63.8735,0.319775,-0.130694,35.5,-8.46,36.49,2,0.5,169.2,77.3,-0.4911,0.0937,realistic_synthetic
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.652,64.0146,0.315278,0.010342,35.0,0.67,35.0,2,5.25,99.5,71.9,-0.8665,5.178,realistic_synthetic
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.6264,64.0867,0.289644,0.082467,32.15,5.34,32.59,2,2.67,131.3,71.2,-1.7622,2.0059,realistic_synthetic
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.3582,63.2748,0.0215,-0.72942,2.39,-47.2,47.26,2,3.01,158.0,68.7,-2.7908,1.1276,realistic_synthetic
1,Russian Federation,2018-08-01,54.3038,63.3531,2018-08-03,54.6764,63.5873,0.372618,0.234202,41.36,15.17,44.05,2,1.96,207.9,73.9,-1.7322,-0.9171,realistic_synthetic
1,Russian Federation,2018-08-01,54.3038,63.3531,2018-08-03,54.6718,63.4212,0.368,0.068122,40.85,4.41,41.09,2,5.51,113.4,76.6,-2.1883,5.0568,realistic_synthetic
1,Russian Federation,2018-08-01,54.3038,63.3531,2018-08-03,54.6207,63.2586,0.316933,-0.094466,35.18,-6.12,35.71,2,0.5,189.4,79.6,-0.4933,-0.0817,realistic_synthetic
1,Russian Federation,2018-08-01,54.3038,63.3531,2018-08-03,54.3423,64.1099,0.038562,0.756801,4.28,49.02,49.2,2,3.16,156.4,67.0,-2.8957,1.2651,realistic_synthetic
1,Russian Federation,2018-08-01,54.3038,63.3531,2018-08-03,54.3582,63.2748,0.054464,-0.078321,6.05,-5.07,7.89,2,1.77,158.7,75.4,-1.6491,0.643,realistic_synthetic
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.689,63.8413,0.327531,-0.396745,36.36,-25.66,44.5,2,3.3,151.5,72.4,-2.9001,1.5746,realistic_synthetic
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.7741,64.1568,0.412691,-0.081213,45.81,-5.25,46.11,2,3.21,256.9,71.2,-0.7276,-3.1265,realistic_synthetic
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.3423,64.1099,-0.0191,-0.128149,-2.12,-8.29,8.56,2,1.16,160.8,77.1,-1.0955,0.3815,realistic_synthetic
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.6565,63.8735,0.295077,-0.364545,32.75,-23.58,40.36,2,3.75,198.5,67.9,-3.5562,-1.1899,realistic_synthetic
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.652,64.0146,0.29058,-0.223509,32.25,-14.46,35.35,2,4.96,158.6,69.0,-4.618,1.8098,realistic_synthetic
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.6264,64.0867,0.264946,-0.151384,29.41,-9.79,31.0,2,2.29,184.8,75.3,-2.282,-0.1916,realistic_synthetic
3,Russian Federation,2018-07-20,53.0794,50.6524,2018-07-30,53.1096,50.6418,0.030212,-0.010536,3.35,-0.7,3.43,10,4.64,256.9,73.0,-1.0517,-4.5192,realistic_synthetic
3,Russian Federation,2018-07-20,53.2337,50.6431,2018-07-30,53.1096,50.6418,-0.124034,-0.001317,-13.77,-0.09,13.77,10,3.19,247.7,66.5,-1.2105,-2.9514,realistic_synthetic
3,Russian Federation,2018-07-30,53.1096,50.6418,2018-08-15,53.0986,50.4311,-0.011044,-0.210737,-1.23,-14.04,14.1,16,3.73,190.9,67.8,-3.6627,-0.7053,realistic_synthetic
3,Russian Federation,2018-08-15,53.0986,50.4311,2018-08-22,53.1739,50.4555,0.075259,0.02443,8.35,1.63,8.51,7,3.73,142.7,77.8,-2.9671,2.2603,realistic_synthetic
3,Russian Federation,2018-08-15,53.0986,50.4311,2018-08-22,53.1556,50.3681,0.057008,-0.062982,6.33,-4.2,7.59,7,0.85,115.0,80.6,-0.3592,0.7704,realistic_synthetic
3,Russian Federation,2018-08-15,53.0986,50.4311,2018-08-22,53.0114,50.4413,-0.087146,0.010196,-9.67,0.68,9.7,7,4.08,243.7,70.1,-1.8077,-3.6577,realistic_synthetic
7,Georgia,2018-08-03,41.6743,42.7736,2018-08-22,41.6378,43.0402,-0.036496,0.266638,-4.05,22.11,22.48,19,2.63,137.2,69.4,-1.9297,1.7869,realistic_synthetic
7,Georgia,2018-08-03,41.6986,42.7949,2018-08-22,41.6378,43.0402,-0.060794,0.245349,-6.75,20.33,21.42,19,1.44,268.3,71.6,-0.0427,-1.4394,realistic_synthetic
7,Georgia,2018-08-03,41.669,42.7193,2018-08-22,41.6378,43.0402,-0.031155,0.320972,-3.46,26.61,26.84,19,1.17,177.5,75.4,-1.1689,0.051,realistic_synthetic
7,Georgia,2018-08-22,41.6378,43.0402,2018-09-11,41.6379,42.9988,4.7e-05,-0.041432,0.01,-3.44,3.44,20,1.64,142.4,72.8,-1.2994,1.0006,realistic_synthetic
10,Russian Federation,2018-08-28,52.8489,48.5989,2018-09-10,52.7206,48.2239,-0.128255,-0.375035,-14.24,-25.14,28.89,13,3.1,164.5,65.8,-2.9873,0.8284,realistic_synthetic
15,Russian Federation,2019-08-14,54.3231,73.0537,2019-09-04,54.5586,72.7514,0.235432,-0.30225,26.13,-19.57,32.65,21,3.07,98.6,61.2,-0.4591,3.0355,realistic_synthetic
18,Russian Federation,2018-09-28,53.928,51.795,2018-10-05,53.6039,52.0527,-0.3241,0.2577,-35.98,16.84,39.72,7,1.18,185.1,74.9,-1.1753,-0.1049,realistic_synthetic
25,Israel,2019-06-03,32.8,35.6,2019-06-18,32.9051,35.5719,0.105111,-0.028121,11.67,-2.62,11.96,15,6.88,28.6,64.7,6.0405,3.2934,realistic_synthetic
25,Israel,2019-06-03,32.8,35.6,2019-06-18,32.8,35.6,0.0,0.0,0.0,0.0,0.0,15,4.04,239.8,66.9,-2.0322,-3.4917,realistic_synthetic
30,Russian Federation,2019-08-14,54.8485,75.5179,2019-08-21,54.8127,74.8716,-0.0358,-0.646326,-3.97,-41.3,41.5,7,2.14,222.6,66.0,-1.5752,-1.4485,realistic_synthetic
30,Russian Federation,2019-08-14,54.8485,75.5179,2019-08-21,54.8127,74.8716,-0.0358,-0.646326,-3.97,-41.3,41.5,7,3.59,307.3,66.9,2.1755,-2.8557,realistic_synthetic
30,Russian Federation,2019-08-14,54.8485,75.5179,2019-08-21,54.8127,74.8716,-0.0358,-0.646326,-3.97,-41.3,41.5,7,3.38,248.3,65.8,-1.2497,-3.1405,realistic_synthetic
30,Russian Federation,2019-08-14,54.8485,75.5179,2019-09-04,54.9551,75.8147,0.106538,0.296778,11.83,18.97,22.35,21,3.06,200.9,68.7,-2.8587,-1.0916,realistic_synthetic
32,Russian Federation,2019-08-21,54.9253,78.0965,2019-08-27,54.9178,78.6496,-0.007453,0.553146,-0.83,35.28,35.29,6,1.26,201.7,75.5,-1.1707,-0.4659,realistic_synthetic
32,Russian Federation,2019-08-21,54.9253,78.0965,2019-08-27,54.9178,78.6496,-0.007453,0.553146,-0.83,35.28,35.29,6,5.27,267.1,76.8,-0.2666,-5.2633,realistic_synthetic
32,Russian Federation,2019-08-21,54.9253,78.0965,2019-08-27,54.9178,78.6496,-0.007453,0.553146,-0.83,35.28,35.29,6,1.27,261.1,73.8,-0.1965,-1.2547,realistic_synthetic
32,Russian Federation,2019-08-27,54.9178,78.6496,2019-09-12,54.8959,78.2651,-0.021905,-0.384507,-2.43,-24.53,24.65,16,6.6,143.4,61.4,-5.2986,3.9351,realistic_synthetic
37,Russian Federation,2019-08-27,55.9379,70.166,2019-09-12,55.6096,70.4954,-0.328283,0.329342,-36.44,20.48,41.8,16,1.58,51.3,69.2,0.9879,1.2331,realistic_synthetic
37,Russian Federation,2019-08-27,55.9379,70.166,2019-09-12,55.9249,70.1438,-0.012987,-0.022277,-1.44,-1.38,2.0,16,1.29,210.5,74.6,-1.1115,-0.6547,realistic_synthetic
42,Bangladesh,2019-09-15,22.298,91.876,2019-09-16,22.298,91.876,0.0,0.0,0.0,0.0,0.0,1,5.85,266.5,62.9,-0.3571,-5.8391,realistic_synthetic
65,China,2020-07-08,29.1901,119.7343,2020-07-13,29.0592,119.5161,-0.130964,-0.218169,-14.54,-21.14,25.66,5,1.53,234.4,65.4,-0.8906,-1.244,realistic_synthetic
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4567,118.3345,0.01737,0.005326,1.93,0.54,2.0,11,5.77,282.6,63.5,1.2587,-5.631,realistic_synthetic
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4567,118.3345,0.01737,0.005326,1.93,0.54,2.0,11,0.5,294.8,76.1,0.2097,-0.4539,realistic_synthetic
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4377,118.428,-0.001659,0.098813,-0.18,9.99,9.99,11,4.7,88.4,63.4,0.1312,4.6982,realistic_synthetic
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4567,118.3345,0.01737,0.005326,1.93,0.54,2.0,11,2.48,203.3,67.1,-2.2777,-0.981,realistic_synthetic
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4377,118.428,-0.001659,0.098813,-0.18,9.99,9.99,11,3.6,125.3,66.8,-2.0803,2.9381,realistic_synthetic
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4377,118.428,-0.001659,0.098813,-0.18,9.99,9.99,11,2.69,236.0,72.5,-1.5042,-2.2301,realistic_synthetic
